UID,Country,Programs_Applied_To,Count_of_Programs,Status,Applicant
26002050,Индия /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,PhD
26002051,Казахстан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Master
26002052,Узбекистан /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26002053,Египет /,Нефтегазовое дело / Petroleum Engineering (in Russian); Науки о Земле / Earth Sciences (in Russian); Искусства и гуманитарные науки / Arts and Humanities (in Russian),3,Accepted with budget,Bachelor
26002054,Йемен /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Нефтегазовое дело / Petroleum Engineering (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),3,Accepted with budget,Bachelor
26002055,Пакистан /,Физика (на английском языке) / Physics (in English),1,Accepted with budget,Master
26002056,Нигерия /,Международные отношения / International Relations (in Russian); Менеджмент (на английском языке) / Management (in English); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Bachelor
26002057,Узбекистан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),3,Accepted with budget,Bachelor
26002058,Казахстан /,Психология / Psychology (in Russian); Биология / Biology (in Russian); Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),3,Accepted with budget,Bachelor
26002059,Казахстан /,Дизайн среды / Environmental Design (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Экономика / Economics (in Russian),3,Accepted with budget,Bachelor
26002060,Судан /,Стоматология (на английском языке) / Dental Medicine (in English),1,Accepted with budget,Specialist
26002060,Судан /,Нефтегазовое дело / Petroleum Engineering (in Russian); Менеджмент (на английском языке) / Management (in English),2,Accepted with budget,Bachelor
26002061,Казахстан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Экономика / Economics (in Russian),2,Accepted with budget,Bachelor
26002062,Казахстан /,Физика / Physics (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Bachelor
26002063,Индия /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Менеджмент (на английском языке) / Management (in English); Математика и механика / Mathematics and Mechanics (in Russian),3,Accepted with budget,Bachelor
26002064,Казахстан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002065,Узбекистан /,Экономика / Economics (in Russian); Менеджмент (на английском языке) / Management (in English); Графический дизайн / Graphic Design (in Russian),3,Accepted with budget,Bachelor
26002066,Пакистан /,Международные отношения / International Relations (in Russian); Графический дизайн / Graphic Design (in Russian); Социология (на английском языке) / Sociology (in English),3,Accepted with budget,Master
26002067,Казахстан /,Юриспруденция / Law (in Russian); История / History (in Russian); Международные отношения / International Relations (in Russian),3,Accepted with budget,Bachelor
26002068,Казахстан /,Науки о Земле / Earth Sciences (in Russian),1,Accepted with budget,Bachelor
26002069,Того /,Дизайн среды / Environmental Design (in Russian); Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Нефтегазовая геология / Petroleum Geology (in Russian),3,Accepted with budget,Master
26002070,Казахстан /,Экономика / Economics (in Russian); Английский язык / English; Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Bachelor
26002071,ТУРКМЕНИСТАН /,Экономика / Economics (in Russian); Международные отношения / International Relations (in Russian); Юриспруденция / Law (in Russian),3,Accepted with budget,Bachelor
26002072,Казахстан /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Экономика / Economics (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),3,Accepted with budget,Master
26002073,Казахстан /,Социология / Sociology (in Russian); Международные отношения / International Relations (in Russian); Философия / Philosophy (in Russian),3,Accepted with budget,Bachelor
26002075,Украина /,Менеджмент (на английском языке) / Management (in English); Психология / Psychology (in Russian),2,Accepted with budget,Bachelor
26002076,Казахстан /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Экономика / Economics (in Russian),2,Accepted with budget,Bachelor
26002077,Нигерия /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English),1,Accepted with budget,Master
26002078,Бангладеш /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Нефтегазовое дело / Petroleum Engineering (in Russian),2,Accepted with budget,Bachelor
26002078,Бангладеш /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26002079,Мавритания /,Экономика / Economics (in Russian),1,Accepted with budget,Master
26002080,Беларусь /,Психология / Psychology (in Russian); Экономика / Economics (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Master
26002081,Казахстан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Bachelor
26002082,Пакистан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002082,Пакистан /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26002083,Пакистан /,Нефтегазовое дело / Petroleum Engineering (in Russian); Психология / Psychology (in Russian); Биология / Biology (in Russian),3,Accepted with budget,Bachelor
26002084,Узбекистан /,Психология / Psychology (in Russian),1,Accepted with budget,Bachelor
26002085,Казахстан /,Химия / Chemistry (in Russian),1,Accepted with budget,Bachelor
26002086,Узбекистан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Master
26002087,Казахстан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26002088,Казахстан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),3,Accepted with budget,Bachelor
26002089,Казахстан /,Юриспруденция / Law (in Russian); Международные отношения / International Relations (in Russian); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),3,Accepted with budget,Bachelor
26002090,Бангладеш /,Менеджмент (на английском языке) / Management (in English); Английский язык / English,2,Accepted with budget,Bachelor
26002091,Казахстан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Bachelor
26002092,Сомали /,Международные отношения / International Relations (in Russian); Графический дизайн / Graphic Design (in Russian),2,Accepted with budget,Bachelor
26002093,Казахстан /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian),2,Accepted with budget,Bachelor
26002094,Казахстан /,Международные отношения / International Relations (in Russian); Нефтегазовое дело / Petroleum Engineering (in Russian); Психология / Psychology (in Russian),3,Accepted with budget,Bachelor
26002095,"МОЛДОВА, РЕСПУБЛИКА /",Социология / Sociology (in Russian),1,Accepted with budget,Bachelor
26002096,Узбекистан /,Экономика / Economics (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian),3,Accepted with budget,Bachelor
26002097,Казахстан /,Психология / Psychology (in Russian); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian); Международные отношения / International Relations (in Russian),3,Accepted with budget,Bachelor
26002098,Бангладеш /,Менеджмент (на английском языке) / Management (in English); Международные отношения (на английском языке) / International Relations (in English); Деловая коммуникация на английском языке / Business Communication in English,3,Accepted with budget,Master
26002099,Беларусь /,Психология / Psychology (in Russian),1,Accepted with budget,Bachelor
26002100,Азербайджан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26002101,Казахстан /,Международные отношения / International Relations (in Russian); Социология / Sociology (in Russian); Политология / Political Science (in Russian),3,Accepted with budget,Master
26002102,Узбекистан /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26002103,Афганистан /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),2,Accepted with budget,Bachelor
26002104,Пакистан /,Деловая коммуникация на английском языке / Business Communication in English; Международные отношения (на английском языке) / International Relations (in English); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),3,Accepted with budget,Master
26002105,Индия /,Английский язык / English,1,Accepted with budget,Bachelor
26002106,Эфиопия /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26002107,Казахстан /,Физика / Physics (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Bachelor
26002108,Казахстан /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Экономика / Economics (in Russian),2,Accepted with budget,Bachelor
26002109,ТУРКМЕНИСТАН /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26002110,Нигерия /,Физика (на английском языке) / Physics (in English); Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Математика и механика (на английском языке) / Mathematics and Mechanics (in English),3,Accepted with budget,Master
26002111,Казахстан /,Графический дизайн / Graphic Design (in Russian); Психология / Psychology (in Russian),2,Accepted with budget,Bachelor
26002112,Казахстан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Master
26002113,Нигерия /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002114,Нигерия /,Психология / Psychology (in Russian); Социология / Sociology (in Russian),2,Accepted with budget,Bachelor
26002114,Нигерия /,Стоматология (на английском языке) / Dental Medicine (in English),1,Accepted with budget,Specialist
26002115,Узбекистан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26002116,КИРГИЗИЯ /,Английский язык / English,1,Accepted with budget,Bachelor
26002117,Бангладеш /,Математика и механика / Mathematics and Mechanics (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Bachelor
26002118,КИРГИЗИЯ /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002120,Узбекистан /,Современная математика (на английском языке) / Modern Mathematics (in English); Математика и механика / Mathematics and Mechanics (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),3,Accepted with budget,Master
26002121,Нигерия /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Биология / Biology (in Russian),2,Accepted with budget,Master
26002122,Казахстан /,Нефтегазовое дело / Petroleum Engineering (in Russian),1,Accepted with budget,Bachelor
26002123,КИТАЙ /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),1,Accepted with budget,Bachelor
26002125,Алжир /,Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian),2,Accepted with budget,Specialist
26002125,Алжир /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26002126,Египет /,Менеджмент (на английском языке) / Management (in English); Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),2,Accepted with budget,Bachelor
26002127,КИТАЙ /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),1,Accepted with budget,Bachelor
26002128,Бангладеш /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),2,Accepted with budget,Bachelor
26002129,КИТАЙ /,Экономика / Economics (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Английский язык / English,3,Accepted with budget,Bachelor
26002130,Судан /,Нефтегазовое дело / Petroleum Engineering (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian),2,Accepted with budget,Bachelor
26002130,Судан /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26002131,Лицо без гражданства /,Менеджмент (на английском языке) / Management (in English); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),2,Accepted with budget,Master
26002132,Афганистан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002132,Афганистан /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26002133,Йемен /,Нефтегазовое дело / Petroleum Engineering (in Russian),1,Accepted with budget,Bachelor
26002134,Алжир /,Биология / Biology (in Russian),1,Accepted with budget,Bachelor
26002135,Афганистан /,Графический дизайн / Graphic Design (in Russian),1,Accepted with budget,Bachelor
26002136,Нигерия /,Физика (на английском языке) / Physics (in English); Социология (на английском языке) / Sociology (in English),2,Accepted with budget,Master
26002137,Йемен /,Физическая культура / Physical Education (in Russian); Международные отношения / International Relations (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Bachelor
26002138,Камерун /,Экономика / Economics (in Russian); Менеджмент (на английском языке) / Management (in English); Математика и компьютерные науки / Mathematics and Computer Science (in Russian),3,Accepted with budget,Bachelor
26002139,Нигерия /,Нефтегазовое дело / Petroleum Engineering (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Химия / Chemistry (in Russian),3,Accepted with budget,Bachelor
26002140,Бангладеш /,Деловая коммуникация на английском языке / Business Communication in English,1,Accepted with budget,Master
26002141,Узбекистан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),3,Accepted with budget,Bachelor
26002142,КИТАЙ /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian); Социология / Sociology (in Russian); Политология / Political Science (in Russian),3,Accepted with budget,Bachelor
26002143,Казахстан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26002144,Казахстан /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26002145,КИТАЙ /,Менеджмент (на английском языке) / Management (in English); Экономика (на английском языке) / Economics (in English); Языкознание и литературоведение (на французском языке) / Linguistics and Literary Studies (in French),3,Accepted with budget,Master
26002146,Казахстан /,Психология / Psychology (in Russian),1,Accepted with budget,Bachelor
26002147,Алжир /,Менеджмент (на английском языке) / Management (in English); Английский язык / English; Экономика / Economics (in Russian),3,Accepted with budget,Bachelor
26002148,Бангладеш /,Международные отношения (на английском языке) / International Relations (in English); Юриспруденция (на английском языке) / Law (in English); Культурология (на английском языке) / Cultural Studies (in English),3,Accepted with budget,Master
26002149,Бангладеш /,Международные отношения / International Relations (in Russian),1,Accepted with budget,Bachelor
26002150,Пакистан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002151,Йемен /,Экономика / Economics (in Russian); Менеджмент (на английском языке) / Management (in English); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Bachelor
26002152,Казахстан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26002153,Эфиопия /,Международные отношения / International Relations (in Russian); Науки о Земле / Earth Sciences (in Russian); Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Bachelor
26002154,Казахстан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26002155,Эфиопия /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26002156,Нигерия /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002156,Нигерия /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26002157,Гамбия /,Биология / Biology (in Russian),1,Accepted with budget,Bachelor
26002157,Гамбия /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26002158,Перу /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),1,Accepted with budget,Bachelor
26002158,Перу /,Медицина / Medicine (in Russian); Медицина (на английском языке) / Medicine (in English),2,Accepted with budget,Specialist
26002162,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26002162,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26002163,"ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА /",Стоматология (на английском языке) / Dental Medicine (in English); Стоматология / Dental Medicine (in Russian); Медицина / Medicine (in Russian),3,Accepted with budget,Specialist
26002164,"ТАНЗАНИЯ, ОБЪЕДИНЕННАЯ РЕСПУБЛИКА /",Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26002165,Эритрея /,Менеджмент (на английском языке) / Management (in English); Психология / Psychology (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Bachelor
26002166,Казахстан /,Биология / Biology (in Russian); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian),2,Accepted with budget,Bachelor
26002166,Казахстан /,Медицина / Medicine (in Russian),1,Accepted with budget,Specialist
26002167,Пакистан /,Биология / Biology (in Russian),1,Accepted with budget,Bachelor
26002167,Пакистан /,Стоматология (на английском языке) / Dental Medicine (in English); Медицина (на английском языке) / Medicine (in English),2,Accepted with budget,Specialist
26002168,Казахстан /,Физическая культура / Physical Education (in Russian); Биология / Biology (in Russian); Химия / Chemistry (in Russian),3,Accepted with budget,Bachelor
26002169,Узбекистан /,Психология / Psychology (in Russian); Экономика / Economics (in Russian); Биология / Biology (in Russian),3,Accepted with budget,Bachelor
26002170,Казахстан /,Нефтегазовое дело / Petroleum Engineering (in Russian),1,Accepted with budget,Bachelor
26002171,Камерун /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26002172,Казахстан /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian),1,Accepted with budget,Bachelor
26002173,"МОЛДОВА, РЕСПУБЛИКА /",Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Математика и механика / Mathematics and Mechanics (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian),3,Accepted with budget,Bachelor
26002174,Нигерия /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26002175,Нигерия /,Менеджмент (на английском языке) / Management (in English); Английский язык / English,2,Accepted with budget,Bachelor
26002176,Пакистан /,Английский язык / English; Менеджмент (на английском языке) / Management (in English),2,Accepted with budget,Bachelor
26002177,Камбоджа /,Физика / Physics (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),2,Accepted with budget,Bachelor
26002178,Судан /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002179,Эфиопия /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Менеджмент (на английском языке) / Management (in English); Экономика / Economics (in Russian),3,Accepted with budget,Bachelor
26002180,Казахстан /,Медицина / Medicine (in Russian); Стоматология / Dental Medicine (in Russian),2,Accepted with budget,Specialist
26002180,Казахстан /,Нефтегазовое дело / Petroleum Engineering (in Russian),1,Accepted with budget,Bachelor
26002181,Казахстан /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian); Экономика / Economics (in Russian),3,Accepted with budget,Bachelor
26002182,Египет /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),1,Accepted with budget,Bachelor
26002183,Узбекистан /,Международные отношения / International Relations (in Russian),1,Accepted with budget,Bachelor
26002184,Казахстан /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26002185,Казахстан /,Экономика / Economics (in Russian),1,Accepted with budget,Bachelor
26002186,Казахстан /,Графика / Graphics (in Russian),1,Accepted with budget,Specialist
26002186,Казахстан /,Графический дизайн / Graphic Design (in Russian); Дизайн среды / Environmental Design (in Russian),2,Accepted with budget,Bachelor
26002187,Узбекистан /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),3,Accepted with budget,Bachelor
26002188,Нигерия /,Менеджмент (на английском языке) / Management (in English); Культурология (на английском языке) / Cultural Studies (in English); Социология (на английском языке) / Sociology (in English),3,Accepted with budget,Master
26002189,Иордания /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Bachelor
26002190,Бангладеш /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Биология / Biology (in Russian),2,Accepted with budget,Master
26002191,ТУРКМЕНИСТАН /,Международные отношения / International Relations (in Russian); Дизайн среды / Environmental Design (in Russian),2,Accepted with budget,Bachelor
26002192,Перу /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian); Международные отношения / International Relations (in Russian); Когнитивные исследования / Cognitive Studies (in Russian),3,Accepted with budget,Master
26002193,Казахстан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian); Нефтегазовое дело / Petroleum Engineering (in Russian); Физическая культура / Physical Education (in Russian),3,Accepted with budget,Bachelor
26002194,Эфиопия /,Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English),1,Accepted with budget,Master
26002195,Египет /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),2,Accepted with budget,Master
26002196,Казахстан /,Менеджмент (на английском языке) / Management (in English); Экономика / Economics (in Russian),2,Accepted with budget,Bachelor
26002197,Казахстан /,Юриспруденция / Law (in Russian),1,Accepted with budget,Bachelor
26002198,КИТАЙ /,Графический дизайн / Graphic Design (in Russian); Дизайн среды / Environmental Design (in Russian); Искусства и гуманитарные науки / Arts and Humanities (in Russian),3,Accepted with budget,Master
26002199,"ПАЛЕСТИНА, ГОСУДАРСТВО /",Прикладная математика и процессы управления (на английском языке) / Applied Mathematics and Control Processes (in English); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Графический дизайн / Graphic Design (in Russian),3,Accepted with budget,Master
26002200,ТУРКМЕНИСТАН /,Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Экономика / Economics (in Russian),2,Accepted with budget,Bachelor
26002201,Нигерия /,Культурология (на английском языке) / Cultural Studies (in English); Менеджмент (на английском языке) / Management (in English); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Master
26002202,СИРИЙСКАЯ АРАБСКАЯ РЕСПУБЛИКА /,Науки о Земле и окружающей среде / Earth and Environmental Sciences (in Russian); Менеджмент / Management (in Russian); Международные отношения / International Relations (in Russian),3,Accepted with budget,PhD
26002203,Индия /,Математика и механика (на английском языке) / Mathematics and Mechanics (in English),1,Accepted with budget,Master
26002204,Казахстан /,Графический дизайн / Graphic Design (in Russian); Декоративно-прикладное искусство / Applied Art (in Russian),2,Accepted with budget,Bachelor
26002205,Нигерия /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Математика и механика / Mathematics and Mechanics (in Russian),2,Accepted with budget,Bachelor
26002206,Эфиопия /,Менеджмент (на английском языке) / Management (in English); Деловая коммуникация на английском языке / Business Communication in English; Международные отношения (на английском языке) / International Relations (in English),3,Accepted with budget,Master
26002207,Нигерия /,Менеджмент (на английском языке) / Management (in English); Английский язык / English; Дизайн среды / Environmental Design (in Russian),3,Accepted with budget,Bachelor
26002208,Азербайджан /,Журналистика и массовые коммуникации / Journalism and Mass Communication (in Russian); Юриспруденция / Law (in Russian); Социология / Sociology (in Russian),3,Accepted with budget,Bachelor
26002209,Казахстан /,Международные отношения / International Relations (in Russian); Английский язык / English,2,Accepted with budget,Bachelor
26002210,Казахстан /,Графика / Graphics (in Russian),1,Accepted with budget,Specialist
26002210,Казахстан /,Дизайн среды / Environmental Design (in Russian); Искусства и гуманитарные науки / Arts and Humanities (in Russian),2,Accepted with budget,Bachelor
26002211,Ирак /,Физика (на английском языке) / Physics (in English),1,Accepted with budget,Master
26002212,Эфиопия /,Международные отношения / International Relations (in Russian),1,Accepted with budget,Bachelor
26002213,КИТАЙ /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian); Педагогика / Pedagogy (in Russian); Психология / Psychology (in Russian),3,Accepted with budget,Master
26002214,Узбекистан /,Экономика / Economics (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Менеджмент (на английском языке) / Management (in English),3,Accepted with budget,Bachelor
26002215,Казахстан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Bachelor
26002216,КИТАЙ /,Юриспруденция / Law (in Russian); Антимонопольное регулирование / Antimonopoly regulation (in Russian),2,Accepted with budget,Master
26002217,Египет /,Менеджмент (на английском языке) / Management (in English); Математика и механика (на английском языке) / Mathematics and Mechanics (in English),2,Accepted with budget,PhD
26002218,Беларусь /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Bachelor
26002219,Пакистан /,Физика (на английском языке) / Physics (in English); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian); Физика / Physics (in Russian),3,Accepted with budget,Master
26002220,Узбекистан /,Юриспруденция / Law (in Russian); Международные отношения / International Relations (in Russian); Экономика / Economics (in Russian),3,Accepted with budget,Bachelor
26002221,Казахстан /,Международные отношения / International Relations (in Russian); Политология / Political Science (in Russian),2,Accepted with budget,PhD
26002222,Бангладеш /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26002223,Казахстан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian),1,Accepted with budget,Bachelor
26002224,КИТАЙ /,Языкознание и литературоведение / Linguistics and Literary Studies (in Russian); Международные отношения / International Relations (in Russian); Иностранные языки / Foreign Languages (in Russian),3,Accepted with budget,Master
26002225,ТУРКМЕНИСТАН /,Международные отношения / International Relations (in Russian),1,Accepted with budget,Bachelor
26002225,ТУРКМЕНИСТАН /,Медицина (на английском языке) / Medicine (in English); Стоматология (на английском языке) / Dental Medicine (in English),2,Accepted with budget,Specialist
26002226,Гватемала /,Физические науки / Physical Sciences (in Russian),1,Accepted with budget,PhD
26002227,Индонезия /,Экономика (на английском языке) / Economics (in English),1,Accepted with budget,Master
26002228,Казахстан /,Менеджмент (на английском языке) / Management (in English); Экономика / Economics (in Russian); Менеджмент и государственное и муниципальное управление / Management and Public Administration (in Russian),3,Accepted with budget,Bachelor
26002229,Казахстан /,Дизайн среды / Environmental Design (in Russian),1,Accepted with budget,Bachelor
26002229,Казахстан /,Стоматология / Dental Medicine (in Russian),1,Accepted with budget,Specialist
26002230,Афганистан /,Экономика (на английском языке) / Economics (in English); Культурология (на английском языке) / Cultural Studies (in English); Социология (на английском языке) / Sociology (in English),3,Accepted with budget,Master
26002231,Перу /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26002231,Перу /,Менеджмент (на английском языке) / Management (in English),1,Accepted with budget,Bachelor
26002232,Казахстан /,Математика и компьютерные науки / Mathematics and Computer Science (in Russian); Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian),2,Accepted with budget,Bachelor
26002233,Узбекистан /,Социология / Sociology (in Russian),1,Accepted with budget,PhD
26002234,ТУРКМЕНИСТАН /,Прикладная математика и процессы управления / Applied Mathematics and Control Processes (in Russian); Менеджмент (на английском языке) / Management (in English),2,Accepted with budget,Master
26002235,Пакистан /,Медицина (на английском языке) / Medicine (in English); Медицина / Medicine (in Russian); Стоматология (на английском языке) / Dental Medicine (in English),3,Accepted with budget,Specialist
26002236,Пакистан /,Менеджмент (на английском языке) / Management (in English); Экономика (на английском языке) / Economics (in English),2,Accepted with budget,Master
26002237,Нигерия /,Медицина (на английском языке) / Medicine (in English),1,Accepted with budget,Specialist
26002237,Нигерия /,Физика / Physics (in Russian); Математика и компьютерные науки / Mathematics and Computer Science (in Russian),2,Accepted with budget,Bachelor
